rskpovth,age,sex,geo,year,overburden_rate
Below 60%,Total,Total,Poland,2014,32.0
Below 60%,Total,Total,Poland,2015,30.7
Below 60%,Total,Total,Poland,2016,29.6
Below 60%,Total,Total,Poland,2017,30.4
Below 60%,Total,Total,Poland,2018,28.1
Below 60%,Total,Total,Poland,2019,26.3
Below 60%,Total,Total,Poland,2020,23.5
Below 60%,Total,Total,Poland,2021,27.9
Below 60%,Total,Total,Poland,2022,28.9
Below 60%,Total,Total,Poland,2023,29.1
Below 60%,Total,Total,Poland,2024,26.2
Below 60%,Total,Total,Poland,2025,21.9
Below 60%,Total,Total,Portugal,2004,16.7
Below 60%,Total,Total,Portugal,2005,16.6
Below 60%,Total,Total,Portugal,2006,12.9
Below 60%,Total,Total,Portugal,2007,22.0
Below 60%,Total,Total,Portugal,2008,21.4
Below 60%,Total,Total,Portugal,2009,21.5
Below 60%,Total,Total,Portugal,2010,15.9
Below 60%,Total,Total,Portugal,2011,26.4
Below 60%,Total,Total,Portugal,2012,28.8
Below 60%,Total,Total,Portugal,2013,30.9
Below 60%,Total,Total,Portugal,2014,33.7
Below 60%,Total,Total,Portugal,2015,33.5
Below 60%,Total,Total,Portugal,2016,29.1
Below 60%,Total,Total,Portugal,2017,26.0
Below 60%,Total,Total,Portugal,2018,22.3
Below 60%,Total,Total,Portugal,2019,22.8
Below 60%,Total,Total,Portugal,2020,17.3
Below 60%,Total,Total,Portugal,2021,24.0
Below 60%,Total,Total,Portugal,2022,19.4
Below 60%,Total,Total,Portugal,2023,18.8
Below 60%,Total,Total,Portugal,2024,25.9
Below 60%,Total,Total,Portugal,2025,24.4
Below 60%,Total,Total,Romania,2007,44.6
Below 60%,Total,Total,Romania,2008,42.0
Below 60%,Total,Total,Romania,2009,37.3
Below 60%,Total,Total,Romania,2010,40.0
Below 60%,Total,Total,Romania,2011,23.2
Below 60%,Total,Total,Romania,2012,45.0
Below 60%,Total,Total,Romania,2013,41.5
Below 60%,Total,Total,Romania,2014,40.1
Below 60%,Total,Total,Romania,2015,42.6
Below 60%,Total,Total,Romania,2016,38.8
Below 60%,Total,Total,Romania,2017,36.3
Below 60%,Total,Total,Romania,2018,33.3
Below 60%,Total,Total,Romania,2019,29.7
Below 60%,Total,Total,Romania,2020,24.0
Below 60%,Total,Total,Romania,2021,26.0
Below 60%,Total,Total,Romania,2022,26.3
Below 60%,Total,Total,Romania,2023,28.3
Below 60%,Total,Total,Romania,2024,16.3
Below 60%,Total,Total,Romania,2025,16.9
Below 60%,Total,Total,Slovenia,2005,14.7
Below 60%,Total,Total,Slovenia,2006,16.3
Below 60%,Total,Total,Slovenia,2007,22.2
Below 60%,Total,Total,Slovenia,2008,21.1
Below 60%,Total,Total,Slovenia,2009,21.7
Below 60%,Total,Total,Slovenia,2010,20.6
Below 60%,Total,Total,Slovenia,2011,22.5
Below 60%,Total,Total,Slovenia,2012,26.0
Below 60%,Total,Total,Slovenia,2013,26.3
Below 60%,Total,Total,Slovenia,2014,29.4
Below 60%,Total,Total,Slovenia,2015,27.7
Below 60%,Total,Total,Slovenia,2016,28.3
Below 60%,Total,Total,Slovenia,2017,26.7
Below 60%,Total,Total,Slovenia,2018,24.0
Below 60%,Total,Total,Slovenia,2019,21.9
Below 60%,Total,Total,Slovenia,2020,23.1
Below 60%,Total,Total,Slovenia,2021,20.9
Below 60%,Total,Total,Slovenia,2022,23.1
Below 60%,Total,Total,Slovenia,2023,20.6
Below 60%,Total,Total,Slovenia,2024,20.6
Below 60%,Total,Total,Slovenia,2025,18.7
Below 60%,Total,Total,Slovakia,2005,55.5
Below 60%,Total,Total,Slovakia,2006,57.7
Below 60%,Total,Total,Slovakia,2007,50.9
Below 60%,Total,Total,Slovakia,2008,26.3
Below 60%,Total,Total,Slovakia,2009,40.5
Below 60%,Total,Total,Slovakia,2010,35.2
Below 60%,Total,Total,Slovakia,2011,38.4
Below 60%,Total,Total,Slovakia,2012,36.3
Below 60%,Total,Total,Slovakia,2013,36.2
Below 60%,Total,Total,Slovakia,2014,36.4
Below 60%,Total,Total,Slovakia,2015,34.5
Below 60%,Total,Total,Slovakia,2016,35.6
Below 60%,Total,Total,Slovakia,2017,38.9
Below 60%,Total,Total,Slovakia,2018,24.4
Below 60%,Total,Total,Slovakia,2019,26.8
Below 60%,Total,Total,Slovakia,2020,22.5
Below 60%,Total,Total,Slovakia,2021,32.4
Below 60%,Total,Total,Slovakia,2022,14.5
Below 60%,Total,Total,Slovakia,2023,34.1
Below 60%,Total,Total,Slovakia,2024,35.5
Below 60%,Total,Total,Slovakia,2025,15.4
Below 60%,Total,Total,Finland,2004,17.5
Below 60%,Total,Total,Finland,2005,16.1
Below 60%,Total,Total,Finland,2006,15.9
Below 60%,Total,Total,Finland,2007,18.3
Below 60%,Total,Total,Finland,2008,18.8
Below 60%,Total,Total,Finland,2009,17.1
Below 60%,Total,Total,Finland,2010,16.4
Below 60%,Total,Total,Finland,2011,15.3
Below 60%,Total,Total,Finland,2012,17.2
Below 60%,Total,Total,Finland,2013,20.4
Below 60%,Total,Total,Finland,2014,21.2
Below 60%,Total,Total,Finland,2015,20.4
Below 60%,Total,Total,Finland,2016,19.5
Below 60%,Total,Total,Finland,2017,18.2
Below 60%,Total,Total,Finland,2018,18.1
Below 60%,Total,Total,Finland,2019,18.2
Below 60%,Total,Total,Finland,2020,17.4
Below 60%,Total,Total,Finland,2021,17.8
Below 60%,Total,Total,Finland,2022,20.4
Below 60%,Total,Total,Finland,2023,22.4
Below 60%,Total,Total,Finland,2024,22.4
Below 60%,Total,Total,Finland,2025,20.7
Below 60%,Total,Total,Sweden,2004,50.8
Below 60%,Total,Total,Sweden,2005,57.5
Below 60%,Total,Total,Sweden,2006,53.1
Below 60%,Total,Total,Sweden,2007,47.9
Below 60%,Total,Total,Sweden,2008,51.5
Below 60%,Total,Total,Sweden,2009,50.7
Below 60%,Total,Total,Sweden,2010,41.9
Below 60%,Total,Total,Sweden,2011,45.8
Below 60%,Total,Total,Sweden,2012,42.1
Below 60%,Total,Total,Sweden,2013,41.0
Below 60%,Total,Total,Sweden,2014,42.3
Below 60%,Total,Total,Sweden,2015,39.9
Below 60%,Total,Total,Sweden,2016,38.7
Below 60%,Total,Total,Sweden,2017,38.8
Below 60%,Total,Total,Sweden,2018,37.0
Below 60%,Total,Total,Sweden,2019,41.2
Below 60%,Total,Total,Sweden,2020,38.1
Below 60%,Total,Total,Sweden,2021,40.6
Below 60%,Total,Total,Sweden,2022,42.8
Below 60%,Total,Total,Sweden,2023,47.4
Below 60%,Total,Total,Sweden,2024,47.7
Below 60%,Total,Total,Sweden,2025,46.8
Below 60%,Total,Total,Iceland,2004,42.3
Below 60%,Total,Total,Iceland,2005,43.3
Below 60%,Total,Total,Iceland,2006,42.5
Below 60%,Total,Total,Iceland,2007,38.1
Below 60%,Total,Total,Iceland,2008,31.0
Below 60%,Total,Total,Iceland,2009,34.9
Below 60%,Total,Total,Iceland,2010,43.1
Below 60%,Total,Total,Iceland,2011,53.5
Below 60%,Total,Total,Iceland,2012,50.5
Below 60%,Total,Total,Iceland,2013,44.3
Below 60%,Total,Total,Iceland,2014,41.0
Below 60%,Total,Total,Iceland,2015,45.2
Below 60%,Total,Total,Iceland,2016,32.4
Below 60%,Total,Total,Iceland,2017,40.2
Below 60%,Total,Total,Iceland,2018,33.3
Below 60%,Total,Total,Iceland,2019,50.8
Below 60%,Total,Total,Iceland,2020,57.1
Below 60%,Total,Total,Norway,2004,37.8
Below 60%,Total,Total,Norway,2005,11.1
Below 60%,Total,Total,Norway,2006,47.4
Below 60%,Total,Total,Norway,2007,49.8
Below 60%,Total,Total,Norway,2008,47.7
Below 60%,Total,Total,Norway,2009,41.9
Below 60%,Total,Total,Norway,2010,42.7
Below 60%,Total,Total,Norway,2011,49.3
Below 60%,Total,Total,Norway,2012,44.0
Below 60%,Total,Total,Norway,2013,42.5
Below 60%,Total,Total,Norway,2014,41.5
Below 60%,Total,Total,Norway,2015,43.2
Below 60%,Total,Total,Norway,2016,43.6
Below 60%,Total,Total,Norway,2017,41.9
Below 60%,Total,Total,Norway,2018,49.5
Below 60%,Total,Total,Norway,2019,45.9
Below 60%,Total,Total,Norway,2020,44.8
Below 60%,Total,Total,Norway,2021,41.3
Below 60%,Total,Total,Norway,2022,48.8
Below 60%,Total,Total,Norway,2023,50.5
Below 60%,Total,Total,Norway,2024,52.3
Below 60%,Total,Total,Norway,2025,43.8
Below 60%,Total,Total,Switzerland,2009,51.6
Below 60%,Total,Total,Switzerland,2010,52.4
Below 60%,Total,Total,Switzerland,2011,52.2
Below 60%,Total,Total,Switzerland,2012,50.4
Below 60%,Total,Total,Switzerland,2013,43.9
Below 60%,Total,Total,Switzerland,2014,47.2
Below 60%,Total,Total,Switzerland,2015,43.9
Below 60%,Total,Total,Switzerland,2016,44.7
Below 60%,Total,Total,Switzerland,2017,51.2
Below 60%,Total,Total,Switzerland,2018,48.4
Below 60%,Total,Total,Switzerland,2019,55.0
Below 60%,Total,Total,Switzerland,2020,51.8
Below 60%,Total,Total,Switzerland,2021,58.0
Below 60%,Total,Total,Switzerland,2022,51.5
Below 60%,Total,Total,Switzerland,2023,52.9
Below 60%,Total,Total,Switzerland,2024,56.1
Below 60%,Total,Total,United Kingdom,2005,46.4
Below 60%,Total,Total,United Kingdom,2006,47.4
Below 60%,Total,Total,United Kingdom,2007,45.5
Below 60%,Total,Total,United Kingdom,2008,46.7
Below 60%,Total,Total,United Kingdom,2009,53.5
Below 60%,Total,Total,United Kingdom,2010,54.9
Below 60%,Total,Total,United Kingdom,2011,52.8
Below 60%,Total,Total,United Kingdom,2012,26.0
Below 60%,Total,Total,United Kingdom,2013,27.0
Below 60%,Total,Total,United Kingdom,2014,41.7
Below 60%,Total,Total,United Kingdom,2015,40.0
Below 60%,Total,Total,United Kingdom,2016,42.4
Below 60%,Total,Total,United Kingdom,2017,40.8
Below 60%,Total,Total,United Kingdom,2018,50.3
Below 60%,Total,Total,Montenegro,2013,43.4
Below 60%,Total,Total,Montenegro,2014,42.1
Below 60%,Total,Total,Montenegro,2015,44.1
Below 60%,Total,Total,Montenegro,2016,44.9
Below 60%,Total,Total,Montenegro,2017,40.5
Below 60%,Total,Total,Montenegro,2018,43.5
Below 60%,Total,Total,Montenegro,2019,34.0
Below 60%,Total,Total,Montenegro,2020,28.8
Below 60%,Total,Total,Montenegro,2021,24.1
Below 60%,Total,Total,Montenegro,2022,18.6
Below 60%,Total,Total,Montenegro,2023,21.8
Below 60%,Total,Total,North Macedonia,2011,57.4
Below 60%,Total,Total,North Macedonia,2012,62.2
Below 60%,Total,Total,North Macedonia,2013,57.4
Below 60%,Total,Total,North Macedonia,2014,55.4
Below 60%,Total,Total,North Macedonia,2015,46.3
Below 60%,Total,Total,North Macedonia,2016,50.2
Below 60%,Total,Total,North Macedonia,2017,46.1
Below 60%,Total,Total,North Macedonia,2018,42.5
Below 60%,Total,Total,North Macedonia,2019,37.4
Below 60%,Total,Total,North Macedonia,2020,33.4
Below 60%,Total,Total,North Macedonia,2021,31.5
Below 60%,Total,Total,North Macedonia,2022,32.8
Below 60%,Total,Total,North Macedonia,2023,34.0
Below 60%,Total,Total,North Macedonia,2024,24.6
Below 60%,Total,Total,Albania,2017,31.1
Below 60%,Total,Total,Albania,2018,22.2
Below 60%,Total,Total,Albania,2019,19.8
Below 60%,Total,Total,Albania,2020,13.7
Below 60%,Total,Total,Albania,2021,11.3
Below 60%,Total,Total,Albania,2022,9.9
Below 60%,Total,Total,Albania,2023,6.9
Below 60%,Total,Total,Serbia,2013,68.6
Below 60%,Total,Total,Serbia,2014,78.2
Below 60%,Total,Total,Serbia,2015,80.8
Below 60%,Total,Total,Serbia,2016,75.1
Below 60%,Total,Total,Serbia,2017,82.7
Below 60%,Total,Total,Serbia,2018,80.9
Below 60%,Total,Total,Serbia,2019,63.5
Below 60%,Total,Total,Serbia,2020,60.1
Below 60%,Total,Total,Serbia,2021,54.1
Below 60%,Total,Total,Serbia,2022,50.7
Below 60%,Total,Total,Serbia,2023,57.0
Below 60%,Total,Total,Serbia,2024,46.8
Below 60%,Total,Total,Serbia,2025,34.9
Below 60%,Total,Total,Türkiye,2006,26.4
Below 60%,Total,Total,Türkiye,2007,16.9
Below 60%,Total,Total,Türkiye,2008,16.5
Below 60%,Total,Total,Türkiye,2009,19.2
Below 60%,Total,Total,Türkiye,2010,19.0
Below 60%,Total,Total,Türkiye,2011,19.4
Below 60%,Total,Total,Türkiye,2012,16.9
Below 60%,Total,Total,Türkiye,2013,20.4
Below 60%,Total,Total,Türkiye,2014,19.8
Below 60%,Total,Total,Türkiye,2015,20.5
Below 60%,Total,Total,Türkiye,2016,20.4
Below 60%,Total,Total,Türkiye,2017,19.3
Below 60%,Total,Total,Türkiye,2018,19.7
Below 60%,Total,Total,Türkiye,2019,23.3
Below 60%,Total,Total,Türkiye,2020,23.9
Below 60%,Total,Total,Türkiye,2021,25.5
Below 60%,Total,Total,Türkiye,2022,24.4
Below 60%,Total,Total,Türkiye,2023,27.9
Below 60%,Total,Total,Türkiye,2024,26.5
Below 60%,Total,Total,Türkiye,2025,18.2
Below 60%,Total,Total,Kosovo*,2018,39.9
